scenario,scenario_group,protocol,round,cluster_heads,alive_nodes,dead_nodes,avg_residual_energy,generated_packets,delivered_packets,pdr_round,avg_delay_round,throughput_bits_round,avg_aoi,hazardous_generated,hazardous_delivered,hazardous_success_round
hazardous_spike,evaluation,energy_aware_leach,177,1,11,25,0.004764968361095029,11,11,1.0,1.5454545454545454,44000,40.22222222222222,11,11,1.0
hazardous_spike,evaluation,energy_aware_leach,178,1,11,25,0.00461371964284732,11,11,1.0,1.3636363636363635,44000,40.916666666666664,10,10,1.0
hazardous_spike,evaluation,energy_aware_leach,179,1,11,25,0.004459063771280298,11,11,1.0,1.3636363636363635,44000,41.611111111111114,8,8,1.0
hazardous_spike,evaluation,energy_aware_leach,180,1,10,26,0.00434768917772786,11,7,0.6363636363636364,1.0,28000,42.416666666666664,8,5,0.625
hazardous_spike,evaluation,energy_aware_leach,181,1,10,26,0.004205050862423447,10,10,1.0,1.4,40000,43.05555555555556,7,7,1.0
hazardous_spike,evaluation,energy_aware_leach,182,1,9,27,0.004121296111020846,10,9,0.9,1.0,36000,43.80555555555556,6,5,0.8333333333333334
hazardous_spike,evaluation,energy_aware_leach,183,1,8,28,0.003987032197004392,9,7,0.7777777777777778,1.4285714285714286,28000,44.611111111111114,4,3,0.75
hazardous_spike,evaluation,energy_aware_leach,184,1,8,28,0.0038779103234239643,8,8,1.0,1.375,32000,45.333333333333336,3,3,1.0
hazardous_spike,evaluation,energy_aware_leach,185,1,8,28,0.0037458915278846183,8,8,1.0,1.5,32000,46.111111111111114,3,3,1.0
hazardous_spike,evaluation,energy_aware_leach,186,1,7,29,0.003668958667781937,8,7,0.875,1.1428571428571428,28000,46.916666666666664,2,1,0.5
hazardous_spike,evaluation,energy_aware_leach,187,1,7,29,0.0035767248462493973,7,7,1.0,1.2857142857142858,28000,47.72222222222222,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,188,1,6,30,0.003508168849853266,7,6,0.8571428571428571,1.1666666666666667,24000,48.55555555555556,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,189,1,6,30,0.0034393154714435947,6,6,1.0,1.1666666666666667,24000,49.388888888888886,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,190,1,6,30,0.003383901395120258,6,6,1.0,1.0,24000,50.22222222222222,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,191,1,6,30,0.0032950915916136235,6,6,1.0,1.3333333333333333,24000,51.05555555555556,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,192,0,6,30,0.0032396775152902864,6,6,1.0,1.0,24000,51.888888888888886,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,193,1,6,30,0.0031526682097055923,6,6,1.0,1.3333333333333333,24000,52.72222222222222,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,194,0,6,30,0.003097254133382255,6,6,1.0,1.0,24000,53.55555555555556,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,195,1,6,30,0.003013077816761615,6,6,1.0,1.3333333333333333,24000,54.388888888888886,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,196,1,6,30,0.002945400838562871,6,6,1.0,1.1666666666666667,24000,55.22222222222222,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,197,1,6,30,0.002876547460153199,6,6,1.0,1.1666666666666667,24000,56.05555555555556,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,198,1,6,30,0.002821133383829862,6,6,1.0,1.0,24000,56.888888888888886,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,199,1,6,30,0.0027323235803232275,6,6,1.0,1.3333333333333333,24000,57.72222222222222,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,200,0,6,30,0.0026769095039998903,6,6,1.0,1.0,24000,58.55555555555556,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,201,1,6,30,0.002589900198415196,6,6,1.0,1.3333333333333333,24000,59.388888888888886,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,202,0,6,30,0.0025344861220918595,6,6,1.0,1.0,24000,60.22222222222222,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,203,1,6,30,0.002450309805471219,6,6,1.0,1.3333333333333333,24000,61.05555555555556,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,204,1,6,30,0.002382632827272475,6,6,1.0,1.1666666666666667,24000,61.888888888888886,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,205,1,5,31,0.002317458065459037,6,5,0.8333333333333334,1.2,20000,62.75,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,206,1,5,31,0.002270481404068547,5,5,1.0,1.0,20000,63.611111111111114,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,207,1,5,31,0.002208811541655878,5,5,1.0,1.2,20000,64.47222222222223,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,208,0,5,31,0.002161834880265388,5,5,1.0,1.0,20000,65.33333333333333,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,209,0,5,31,0.0021148582188748985,5,5,1.0,1.0,20000,66.19444444444444,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,210,0,5,31,0.002067881557484408,5,5,1.0,1.0,20000,67.05555555555556,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,211,1,5,31,0.002009391350140796,5,5,1.0,1.2,20000,67.91666666666667,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,212,1,5,31,0.0019501517868748992,5,5,1.0,1.2,20000,68.77777777777777,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,213,1,5,31,0.0018897358233980746,5,5,1.0,1.2,20000,69.63888888888889,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,214,1,5,31,0.0018427591620075849,5,5,1.0,1.0,20000,70.5,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,215,1,5,31,0.0017810892995949155,5,5,1.0,1.2,20000,71.36111111111111,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,216,0,5,31,0.0017341126382044256,5,5,1.0,1.0,20000,72.22222222222223,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,217,0,5,31,0.0016871359768139357,5,5,1.0,1.0,20000,73.08333333333333,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,218,0,5,31,0.0016401593154234458,5,5,1.0,1.0,20000,73.94444444444444,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,219,1,5,31,0.0015816691080798335,5,5,1.0,1.2,20000,74.80555555555556,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,220,1,5,31,0.0015224295448139366,5,5,1.0,1.2,20000,75.66666666666667,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,221,1,5,31,0.0014620135813371122,5,5,1.0,1.2,20000,76.52777777777777,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,222,1,5,31,0.0014150369199466223,5,5,1.0,1.0,20000,77.38888888888889,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,223,1,5,31,0.001353367057533953,5,5,1.0,1.2,20000,78.25,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,224,0,5,31,0.001306390396143463,5,5,1.0,1.0,20000,79.11111111111111,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,225,0,5,31,0.0012594137347529731,5,5,1.0,1.0,20000,79.97222222222223,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,226,0,5,31,0.0012124370733624832,5,5,1.0,1.0,20000,80.83333333333333,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,227,1,5,31,0.0011539468660188706,5,5,1.0,1.2,20000,81.69444444444444,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,228,1,4,32,0.0010975404941684283,5,4,0.8,1.25,16000,82.58333333333333,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,229,1,4,32,0.0010458839479226894,4,4,1.0,1.25,16000,83.47222222222223,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,230,1,4,32,0.0010076667037632852,4,4,1.0,1.0,16000,84.36111111111111,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,231,1,4,32,0.0009694494596038809,4,4,1.0,1.0,16000,85.25,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,232,0,4,32,0.0009312322154444765,4,4,1.0,1.0,16000,86.13888888888889,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,233,0,4,32,0.0008930149712850723,4,4,1.0,1.0,16000,87.02777777777777,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,234,0,4,32,0.0008547977271256681,4,4,1.0,1.0,16000,87.91666666666667,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,235,0,4,32,0.0008165804829662638,4,4,1.0,1.0,16000,88.80555555555556,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,236,1,4,32,0.0007661003369314524,4,4,1.0,1.25,16000,89.69444444444444,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,237,1,4,32,0.0007144437906857136,4,4,1.0,1.25,16000,90.58333333333333,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,238,1,4,32,0.0006762265465263093,4,4,1.0,1.0,16000,91.47222222222223,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,239,1,4,32,0.000638009302366905,4,4,1.0,1.0,16000,92.36111111111111,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,240,0,4,32,0.0005997920582075008,4,4,1.0,1.0,16000,93.25,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,241,0,4,32,0.0005615748140480964,4,4,1.0,1.0,16000,94.13888888888889,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,242,0,4,32,0.0005233575698886922,4,4,1.0,1.0,16000,95.02777777777777,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,243,0,4,32,0.000485140325729288,4,4,1.0,1.0,16000,95.91666666666667,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,244,1,4,32,0.0004346601796944766,4,4,1.0,1.25,16000,96.80555555555556,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,245,1,4,32,0.0003830036334487377,4,4,1.0,1.25,16000,97.69444444444444,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,246,1,4,32,0.0003447863892893335,4,4,1.0,1.0,16000,98.58333333333333,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,247,1,4,32,0.00030656914512992926,4,4,1.0,1.0,16000,99.47222222222223,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,248,0,4,32,0.0002683519009705251,4,4,1.0,1.0,16000,100.36111111111111,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,249,0,4,32,0.00023013465681112088,4,4,1.0,1.0,16000,101.25,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,250,0,3,33,0.00019208738467478356,4,3,0.75,1.0,12000,102.16666666666667,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,251,0,2,34,0.00016792713219842187,3,2,0.6666666666666666,1.0,8000,103.11111111111111,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,252,1,2,34,0.00014827404285635396,2,2,1.0,1.0,8000,104.05555555555556,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,253,0,2,34,0.00012862095351428603,2,2,1.0,1.0,8000,105.0,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,254,0,2,34,0.00010896786417221812,2,2,1.0,1.0,8000,105.94444444444444,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,255,1,1,35,9.171447763185222e-05,2,1,0.5,1.0,4000,106.91666666666667,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,256,0,1,35,8.241063305539834e-05,1,1,1.0,1.0,4000,107.88888888888889,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,257,0,1,35,7.310678847894445e-05,1,1,1.0,1.0,4000,108.86111111111111,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,258,0,1,35,6.380294390249056e-05,1,1,1.0,1.0,4000,109.83333333333333,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,259,0,1,35,5.449909932603667e-05,1,1,1.0,1.0,4000,110.80555555555556,0,0,1.0
hazardous_spike,evaluation,energy_aware_leach,260,1,1,35,4.5195254749582774e-05,1,1,1.0,1.0,4000,111.77777777777777,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,1,4,36,0,0.08976253976653568,27,27,1.0,1.0,108000,0.25,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,2,4,36,0,0.08952722144388256,27,27,1.0,1.0,108000,0.4722222222222222,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,3,3,36,0,0.08927753322044786,30,30,1.0,1.0,120000,0.4444444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,4,3,36,0,0.08903336342176074,30,30,1.0,1.0,120000,0.5,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,5,3,36,0,0.08874436649877789,35,35,1.0,1.0285714285714285,140000,0.027777777777777776,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,6,2,36,0,0.08852438324567863,28,28,1.0,1.0,112000,0.25,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,7,2,36,0,0.08832961390333632,25,25,1.0,1.0,100000,0.5277777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,8,2,36,0,0.08810637826918678,28,28,1.0,1.0,112000,0.4166666666666667,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,9,2,36,0,0.08790284631489086,25,25,1.0,1.0,100000,0.5555555555555556,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,10,2,36,0,0.08770598401174379,24,24,1.0,1.0,96000,0.75,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,11,2,36,0,0.08751749448950513,24,24,1.0,1.0,96000,0.7777777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,12,3,36,0,0.08734078729404554,21,21,1.0,1.0,84000,0.8055555555555556,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,13,3,36,0,0.08713407349985978,25,25,1.0,1.0,100000,0.75,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,14,2,36,0,0.08692915256451145,26,26,1.0,1.0,104000,0.75,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,15,2,36,0,0.08672550211772305,26,26,1.0,1.0,104000,0.6944444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,16,2,36,0,0.0865080335238042,28,28,1.0,1.0,112000,0.5,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,17,2,36,0,0.08629466680050271,27,27,1.0,1.0,108000,0.3888888888888889,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,18,2,36,0,0.08612354915923065,20,20,1.0,1.05,80000,0.7222222222222222,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,19,2,36,0,0.08596542398177315,19,19,1.0,1.0,76000,1.0,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,20,3,36,0,0.08580213389113689,18,18,1.0,1.0555555555555556,72000,1.25,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,21,3,36,0,0.08560406340113799,23,23,1.0,1.0,92000,0.7777777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,22,2,36,0,0.08543169187986593,21,21,1.0,1.0,84000,0.75,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,23,2,36,0,0.08523664991119348,24,24,1.0,1.0,96000,0.6388888888888888,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,24,2,36,0,0.08500993482793408,28,28,1.0,1.0,112000,0.4722222222222222,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,25,2,36,0,0.08478271860163634,28,28,1.0,1.0,112000,0.5277777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,26,2,36,0,0.08453323606739599,31,31,1.0,1.0,124000,0.3333333333333333,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,27,2,36,0,0.08429867316116112,29,29,1.0,1.0,116000,0.4166666666666667,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,28,3,36,0,0.08405170301681936,30,30,1.0,1.0,120000,0.4166666666666667,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,29,3,36,0,0.08379986461692573,31,31,1.0,1.0,124000,0.3333333333333333,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,30,2,36,0,0.08356746925179814,29,29,1.0,1.0,116000,0.5277777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,31,2,36,0,0.08334255474247226,28,28,1.0,1.0,112000,0.3333333333333333,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,32,2,36,0,0.08314527394721079,25,25,1.0,1.0,100000,0.4444444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,33,2,36,0,0.08294947033968511,24,24,1.0,1.0,96000,0.5833333333333334,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,34,2,36,0,0.08277775106044695,21,21,1.0,1.0,84000,0.8611111111111112,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,35,2,36,0,0.08259255777956007,23,23,1.0,1.0,92000,0.8055555555555556,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,36,3,36,0,0.08240389012622955,23,23,1.0,1.0,92000,0.75,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,37,3,36,0,0.0822153888666712,23,23,1.0,1.0,92000,0.8055555555555556,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,38,2,36,0,0.08203813414714353,22,22,1.0,1.0,88000,1.0555555555555556,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,39,2,36,0,0.081819487879818,27,27,1.0,1.0,108000,0.7777777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,40,2,36,0,0.08161939923081511,25,25,1.0,1.0,100000,0.5277777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,41,2,36,0,0.08144607064119828,21,21,1.0,1.0,84000,0.7777777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,42,2,36,0,0.08126783589504759,21,21,1.0,1.0476190476190477,84000,0.8888888888888888,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,43,2,36,0,0.08108986403982495,22,22,1.0,1.0,88000,1.0277777777777777,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,44,3,36,0,0.08088085756445448,25,25,1.0,1.0,100000,0.6388888888888888,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,45,3,36,0,0.08071329365138115,19,19,1.0,1.0,76000,0.7222222222222222,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,46,2,36,0,0.08055488457779106,19,19,1.0,1.0,76000,1.1111111111111112,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,47,2,36,0,0.0803569592730212,24,24,1.0,1.0,96000,0.8888888888888888,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,48,2,36,0,0.08014358748537438,27,27,1.0,1.0,108000,0.6944444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,49,2,36,0,0.07990062514757683,31,31,1.0,1.0,124000,0.2777777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,50,2,36,0,0.07966251913259552,30,30,1.0,1.0,120000,0.2777777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,51,2,36,0,0.079422552241706,30,30,1.0,1.0,120000,0.3055555555555556,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,52,3,36,0,0.07917079196387806,31,31,1.0,1.0,124000,0.3055555555555556,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,53,3,36,0,0.0789483929648254,27,27,1.0,1.0,108000,0.5277777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,54,2,36,0,0.07872383840411375,28,28,1.0,1.0,112000,0.4722222222222222,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,55,2,36,0,0.07850057767908802,28,28,1.0,1.0,112000,0.3888888888888889,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,56,2,36,0,0.07831825989164769,23,23,1.0,1.0,92000,0.6944444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,57,2,36,0,0.07809047068816725,27,27,1.0,1.037037037037037,108000,0.5555555555555556,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,58,2,36,0,0.0779062170063803,23,23,1.0,1.0,92000,0.6944444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,59,2,36,0,0.07773395386785281,21,21,1.0,1.0,84000,0.8333333333333334,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,60,3,36,0,0.07755309563496661,22,22,1.0,1.0,88000,0.9444444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,61,3,36,0,0.0773714720349913,22,22,1.0,1.0,88000,0.9722222222222222,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,62,2,36,0,0.07715689289220291,27,27,1.0,1.0,108000,0.6666666666666666,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,63,2,36,0,0.07693380361860169,28,28,1.0,1.0,112000,0.4722222222222222,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,64,2,36,0,0.07672791766137428,26,26,1.0,1.0,104000,0.4444444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,65,2,36,0,0.07653208270471014,25,25,1.0,1.0,100000,0.6388888888888888,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,66,2,36,0,0.0763470083224774,24,24,1.0,1.0,96000,0.6944444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,67,2,36,0,0.07620832425804717,18,18,1.0,1.0,72000,1.1666666666666667,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,68,3,36,0,0.07601103061410541,24,24,1.0,1.0,96000,0.8333333333333334,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,69,3,36,0,0.07581434428790294,23,23,1.0,1.0,92000,0.6666666666666666,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,70,2,36,0,0.07564812091978891,21,21,1.0,1.0,84000,0.8888888888888888,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,71,2,36,0,0.0754428207036501,26,26,1.0,1.0,104000,0.6388888888888888,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,72,2,36,0,0.07525615804030109,23,23,1.0,1.0,92000,0.9166666666666666,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,73,2,36,0,0.07500059696279365,32,32,1.0,1.0,128000,0.25,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,74,2,36,0,0.07475069321557078,31,31,1.0,1.0,124000,0.3333333333333333,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,75,2,36,0,0.07449678597110304,32,32,1.0,1.0,128000,0.3333333333333333,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,76,3,36,0,0.07423036526993479,32,32,1.0,1.03125,128000,0.2222222222222222,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,77,3,36,0,0.0739920815957135,29,29,1.0,1.0,116000,0.4166666666666667,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,78,2,36,0,0.07375786034622174,30,30,1.0,1.0,120000,0.3611111111111111,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,79,2,36,0,0.07352661787907759,29,29,1.0,1.0,116000,0.5277777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,80,2,36,0,0.073301810814235,28,28,1.0,1.0,112000,0.5,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,81,2,36,0,0.07307942085143604,27,27,1.0,1.0,108000,0.3888888888888889,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,82,2,36,0,0.072918436158653,20,20,1.0,1.0,80000,0.7777777777777778,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,83,2,36,0,0.07272379160578761,24,24,1.0,1.0,96000,0.6944444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,84,3,36,0,0.07252094579453346,25,25,1.0,1.0,100000,0.75,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,85,3,36,0,0.07233664777033053,22,22,1.0,1.0,88000,0.9166666666666666,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,86,2,36,0,0.07214630601535069,24,24,1.0,1.0,96000,0.8333333333333334,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,87,2,36,0,0.0719495117333791,25,25,1.0,1.0,100000,0.6944444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,88,2,36,0,0.07175865814516175,24,24,1.0,1.0,96000,0.6944444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,89,2,36,0,0.07156627050175923,24,24,1.0,1.0,96000,0.5555555555555556,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,90,2,36,0,0.07137016791957536,24,24,1.0,1.0,96000,0.6666666666666666,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,91,2,36,0,0.07120023136768464,21,21,1.0,1.0,84000,0.8333333333333334,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,92,3,36,0,0.07101443838217496,22,22,1.0,1.0,88000,0.8333333333333334,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,93,3,36,0,0.070816066326637,23,23,1.0,1.0,92000,0.75,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,94,2,36,0,0.07057417862946423,30,30,1.0,1.0,120000,0.5,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,95,2,36,0,0.07033476846898395,30,30,1.0,1.0,120000,0.4444444444444444,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,96,2,36,0,0.07007383673131502,33,33,1.0,1.0,132000,0.19444444444444445,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,97,2,36,0,0.06980430699384817,34,34,1.0,1.0,136000,0.05555555555555555,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,98,2,36,0,0.06954985907431678,32,32,1.0,1.0,128000,0.16666666666666666,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,99,2,36,0,0.06927212323105261,35,35,1.0,1.0,140000,0.05555555555555555,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,100,3,36,0,0.06898044645453873,36,36,1.0,1.0,144000,0.0,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,101,3,36,0,0.0686974292105728,35,35,1.0,1.0,140000,0.027777777777777776,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,102,2,36,0,0.06842946741650985,34,34,1.0,1.0,136000,0.05555555555555555,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,103,2,36,0,0.06815511878920355,35,35,1.0,1.0,140000,0.027777777777777776,0,0,1.0
hazardous_spike,evaluation,predictive_pollution_aware_leach,104,2,36,0,0.06786948672571932,36,36,1.0,1.0,144000,0.0,0,0,1.0
